Course_Num,Dept,Num,Title
1,ANTH,19601,Populism and Its Discontents
2,ANTH,20009,"Embodiment: Governance, Resistance, Ethics"
3,ANTH,20010,Anthropology of the Future
4,ANTH,20011,"Peasants: Anthropology, Rural Life, Capitalism"
5,ANTH,20144,London Program: Institution
6,ANTH,20400,Anthropology of Olympic Sport
7,ANTH,20405,Anthropology of Disability
8,ANTH,20420,Anthropology of Olympic Sport
9,ANTH,20540,The Chicago Climate Change & Culture Institute-I
10,ANTH,20541,The Chicago Climate Change & Culture Institute-II
11,ANTH,20701,Introduction to African Civilization I
12,ANTH,20702,Introduction to African Civilization II
13,ANTH,20703,Introduction to African Civilization III
14,ANTH,21107,Anthropological Theory
15,ANTH,21201,Chicago Blues
16,ANTH,21303,Making the Natural World: Foundations of Human Ecology
17,ANTH,21306,Explorations in Oral Narrative
18,ANTH,21333,"The Lived Body: Anthropology, Materiality, Meaningful Practice"
19,ANTH,21341,Making Plants Work: Anthropology of Human-Plant Relationships
20,ANTH,21342,Welcome to the Good Life: The Black Edition
21,ANTH,21343,Anthropology and/of Tourism: Of Otherness and Encounters
22,ANTH,21344,The Meaning of Police
23,ANTH,21406,Celebrity and Science in Paleoanthropology
24,ANTH,21420,Ethnographic Methods
25,ANTH,21428,Apes and Human Evolution
26,ANTH,21431,"Counting, Calculation and Computation: Anthropologies of Number"
27,ANTH,21525,"Love, Conjugality, and Capital: Intimacy in the Modern World"
28,ANTH,21730,"Science, Technology and Media via Japan"
29,ANTH,22129,The Vocation of a Scientist
30,ANTH,22165,Politics of Technoscience in Africa
31,ANTH,22170,Taste and Technoscience
32,ANTH,22710,Signs and the State
33,ANTH,22825,"Globalization, Immigration, and Culture"
34,ANTH,23026,Science in the South: Decolonizing the Study of Knowledge in Latin America & the Caribbean
35,ANTH,23027,Toxic States: Corrupted Ecologies in Latin America and the Caribbean
36,ANTH,23062,"Contemporary Studies on Ayllu, Kinship, and Social Organization in the Andes"
37,ANTH,23093,Latin American Extractivisms
38,ANTH,23096,Development and the Right to Housing in Latin America: A Critical Appraisal
39,ANTH,23101,Introduction to Latin American Civilization I
40,ANTH,23102,Introduction to Latin American Civilization II
41,ANTH,23103,Introduction to Latin American Civilization III
42,ANTH,23405,War: What's It Good For
43,ANTH,23607,The Immigrant as American Prototype
44,ANTH,23700,"Capitalism, Colonialism, and Nationalism in the Pacific"
45,ANTH,23802,Populism and its Discontents
46,ANTH,23906,"Magic, Science, and Religion"
47,ANTH,23911,Anthropology of Religion
48,ANTH,24001,Colonizations I
49,ANTH,24002,Colonizations II
50,ANTH,24003,Colonizations III
51,ANTH,24101,Introduction to the Civilizations of South Asia I
52,ANTH,24102,Introduction to the Civilizations of South Asia II
53,ANTH,24302,Disability in Local and Global Contexts
54,ANTH,24307,"Lab, Field, and Clinic: History and Anthropology of Medicine and the Life Sciences"
55,ANTH,24308,History of Perception
56,ANTH,24309,Reproductive Worlds
57,ANTH,24312,"Body & Soul: The Anthropology of Religion, Health, & Healing"
58,ANTH,24315,"Culture, Mental Health, and Psychiatry"
59,ANTH,24316,Thinking Psychoanalytically: From the Sciences to the Arts
60,ANTH,24320,Cultural Psychology
61,ANTH,24330,Medical Anthropology
62,ANTH,24345,"Anthropology and 'The Good Life': Ethics, Morality, Well-Being"
63,ANTH,24350,Historical Epistemology & Contemporary Biomedicine
64,ANTH,24351,Philosophies of Praxis and Conjuncture
65,ANTH,24355,Experiencing Madness: Empathic Methods in Cultural Psychiatry
66,ANTH,24510,Anthropology Of Museums-1
67,ANTH,24511,Anthropology Of Museum-2
68,ANTH,24520,Temple or Forum: Designing the Obama Presidential Center
69,ANTH,24810,Atmospherics
70,ANTH,25100,Anthropology of the Body
71,ANTH,25117,About Nature: From Science to Sense
72,ANTH,25118,Earthbound Metaphysics: Speculations on Earths and Heavens
73,ANTH,25148,Israel in Film and Ethnography
74,ANTH,25150,Anthropology of Israel
75,ANTH,25200,Approaches to Gender in Anthropology
76,ANTH,25207,"Gender, Sexuality, & Religion"
77,ANTH,25209,Morality across the Life Course
78,ANTH,25255,"Borders, (Im)mobilities and Human Rights"
79,ANTH,25305,Anthropology of Food and Cuisine
80,ANTH,25401,Consumption
81,ANTH,25411,California: Utopia/Dystopia
82,ANTH,25905,Introduction to the Musical Folklore of Central Asia
83,ANTH,25906,Shamans and Oral Poets of Central Asia
84,ANTH,25908,Balkan Folklore
85,ANTH,25975,AdvRdgs: Anthropology of the Modern Subject
86,ANTH,26100,Ancient Celtic Societies
87,ANTH,26710,Ancient Landscapes I
88,ANTH,26711,Ancient Landscapes II
89,ANTH,26760,Archaeology of Bronze Age China
90,ANTH,26765,"Archaeology of Anyang: Bronzes, Inscriptions, and World Heritage"
91,ANTH,26900,Archaeological Data Sets
92,ANTH,27116,"Language and Migration: Individual, Social and Institutional Perspectives"
93,ANTH,27305,Pornography and Language
94,ANTH,27400,Language/Power/Identity in South East Europe
95,ANTH,27430,Linguistic Politics: Language Revitalization
96,ANTH,27601,Populism and Its Discontents
97,ANTH,27605,"Language, Culture, and Thought"
98,ANTH,27700,Romani Language and Linguistics
99,ANTH,27902,Modern Spoken Yucatec Maya-2
100,ANTH,27903,Modern Spoken Yucatec Maya-3
101,ANTH,28110,Human Origins: Milestones in Human Evolution and the Fossil Record
102,ANTH,28400,Bioarchaeology and the Human Skeleton
103,ANTH,29500,Archaeology Laboratory Practicum
104,ANTH,29601,Populism and Its Discontents
105,ANTH,29700,Readings in Anthropology
106,ANTH,29900,Preparation of Bachelor's Essay
107,ANTH,29910,Bachelor's Essay Seminar
108,ARTH,10100,Introduction to Art
109,ARTH,14105,Introduction to Roman Art and Archaeology
110,ARTH,14107,Greek Art and Archaeology
111,ARTH,14200,Introduction to Medieval Art
112,ARTH,14400,Italian Renaissance Art
113,ARTH,15650,Art Since 1900
114,ARTH,15780,Modern Art from the Enlightenment until Today
115,ARTH,15800,Contemporary Art
116,ARTH,17121,The Art of Leonardo da Vinci
117,ARTH,17410,Frank Lloyd Wright in Chicago and Beyond
118,ARTH,17504,Art in Chicago
119,ARTH,17613,"Architecture, Power, & Urban Development in Rome: Romulus to Mussolini"
120,ARTH,17700,19th Century French Art in the Art Institute
121,ARTH,17705,A Curating History: The Documenta Case
122,ARTH,17735,The Art of Post-Revolutionary Mexico
123,ARTH,18000,Photography And Film
124,ARTH,18206,"Drawing, Building, Bulldozer: Intro to Architecture & Built Env"
125,ARTH,20000,Introduction to Film Analysis
126,ARTH,20612,Early Christian and Late Ancient Jewish Art
127,ARTH,20700,Understanding the Built Environment
128,ARTH,21320,Philippe Parreno's Media Temporalities
129,ARTH,21410,"Advanced Theories of Sex/Gender: Ideology, Culture, and Sexuality"
130,ARTH,21810,Post-War American Avant-Garde
131,ARTH,22020,Contemporary Art from Latin America
132,ARTH,22106,Introduction to the Study of Iconography
133,ARTH,22302,"Byzantium: Art, Religion, Culture"
134,ARTH,22402,Perspective as a Challenge to Art History
135,ARTH,22405,Perspective: Rhetoric & Poetic
136,ARTH,23015,Ornament and Islamic Art
137,ARTH,23700,The Painted Room in Early Modern Italy and China
138,ARTH,23804,COSI: Italian Renaissance
139,ARTH,23807,"Rhoades Seminar: Art, War, & Pageantry in Medieval & Early Modern Europe"
140,ARTH,23808,COSI: Etched & Incised - Renaissance & Baroque Printmaking in Europe & Beyond
141,ARTH,24002,Advanced Nonfiction Workshop: Writing About the Arts
142,ARTH,24008,Advanced Nonfiction Workshop: Drawing from Life
143,ARTH,24170,Research the Chicago Cityscape
144,ARTH,24190,Imagining Chicago's Common Buildings
145,ARTH,24250,A Visual History of Latin American Women
146,ARTH,24415,The Bauhaus at 100
147,ARTH,24416,Biocentrism: The Concept of Life in German Literature and Art
148,ARTH,24625,Chinese Art & Material Culture in the Field Museum Collection
149,ARTH,24810,The Body and Embodiment in Ancient Greek Art
150,ARTH,25115,Winckelmann: Enlightenment Art Historian and Philosopher
151,ARTH,25202,Visual Encounters in the Global Renaissance
152,ARTH,25213,Hermeneutics of the Image
153,ARTH,25300,Pilgrimage in Antiquity and the Early Christendom
154,ARTH,25500,Avant-Garde in East Central Europe
155,ARTH,25708,Imagining Private Life in Early Modern China
156,ARTH,25885,20th Century American Drama
157,ARTH,25900,Theories of Media
158,ARTH,26110,Ways of Curating and Collecting
159,ARTH,26200,Magic and the Cinema
160,ARTH,26790,A Curating Case-Study: The Hut
161,ARTH,27301,Aesthetics: Phil/Photo/Film
162,ARTH,27304,Photo/Modernism/Esthetic
163,ARTH,27420,Modernist Architecture on Campus
164,ARTH,27800,The Material Science of Art (Suzanne Deal Booth Conservation Seminar
165,ARTH,28002,Islamic Art and Architecture of the Medieval Perso-Turkic Courts
166,ARTH,28405,The Films of Alfred Hitchcock
167,ARTH,28500,History of International Cinema I: Silent Era
168,ARTH,28600,History of International Cinema II: Sound Era to 1960
169,ARTH,28701,Postcolonialism and Contemporary Art in East Asia
170,ARTH,28815,"World's Fairs, 1851-1937: Chicago and Paris"
171,ARTH,29410,Dimensions of Citizenship: The Venice Architecture Biennale 2018
172,ARTH,29412,The Face in Western Culture from the Mona Lisa to the Selfie
173,ARTH,29504,"Art, Community, Activism"
174,ARTH,29505,Objects of Japanese History
175,ARTH,29600,Junior Seminar: Doing Art History
176,ARTH,29700,Ug Rdg Course: Art History
177,ARTH,29800,Senior Seminar: Writing Workshop
178,ARTH,29900,Preparation for the BA Paper
179,ASTR,12600,"Matter, Energy, Space, and Time"
180,ASTR,12610,Black Holes
181,ASTR,12620,The Big Bang
182,ASTR,12700,Stars
183,ASTR,12710,Galaxies
184,ASTR,12720,Exoplanets
185,ASTR,13300,Introduction to Astrophysics
186,ASTR,18000,The Search for Extraterrestrial Life
187,ASTR,18100,The Milky Way
188,ASTR,18700,From Fossils to Fermi's Paradox: Origin and Evolution of Intelligent Life
189,ASTR,20000,Tutorial in Astronomy and Astrophysics
190,ASTR,21100,Computational Techniques in Astrophysics
191,ASTR,21200,Observational Techniques
192,ASTR,23900,Physics of Galaxies
193,ASTR,24100,The Physics of Stars
194,ASTR,24300,Cosmological Physics
195,ASTR,25400,Radiation Processes in Astrophysics
196,ASTR,28200,Current Topics in Astrophysics
197,ASTR,28300,Current Topics in Astrophysics: Instrumentation
198,ASTR,29700,Participation in Research
199,ASTR,29800,Undergraduate Research Seminar
200,ASTR,29900,Honors Thesis
201,BIOS,20151,Introduction to Quantitative Modeling in Biology (Basic
202,BIOS,20152,Introduction to Quantitative Modeling in Biology (Advanced
203,BIOS,20153,Fundamentals of Ecology and Ev
204,BIOS,20170,Microbial and Human Cell Biology
205,BIOS,20171,Human Genetics and Developmental Biology
206,BIOS,20172,Mathematical Modeling for Pre-Med Students
207,BIOS,20173,Perspectives of Human Physiology
208,BIOS,20175,Biochemistry and Metabolism
209,BIOS,20186,Fundamentals of Cell and Molecular Biology
210,BIOS,20187,Fundamentals of Genetics
211,BIOS,20188,Fundamentals of Physiology
212,BIOS,20189,Fundamentals of Developmental Biology
213,BIOS,20190,Principles of Developmental Biology
214,BIOS,20191,Integrative Physiology
215,BIOS,20196,Ecology and Conservation
216,BIOS,20198,Biodiversity
217,BIOS,20234,Molecular Biology of the Cell
218,BIOS,20235,Biological Systems
219,BIOS,20236,Biological Dynamics
220,BIOS,20242,Principles of Physiology
221,BIOS,20200,Introduction to Biochemistry
222,BIOS,21216,Intro Statistical Genetics
223,BIOS,21229,Genome Informatics: How Cells Reorganize Genomes
224,BIOS,21236,Genetics of Model Organisms
225,BIOS,21237,Developmental Mechanisms
226,BIOS,21238,Cell Biology II
227,BIOS,21249,"Organization, Expression, and Transmission of Genome Information"
228,BIOS,21306,Human Genetics and Evolution
229,BIOS,21317,Topics in Biological Chemistry
230,BIOS,21328,Biophysics of Biomolecules
231,BIOS,21349,Protein Structure and Functions in Medicine
232,BIOS,21356,Vertebrate Development
233,BIOS,21358,"Simulation, Modeling, and Computation in Biophysics"
234,BIOS,21360,Advanced Molecular Biology
235,BIOS,21407,Image Processing in Biology
236,BIOS,21415,Stem Cells in Development and Diseases
237,BIOS,21416,Stem Cells and Regeneration
238,BIOS,21417,Systems Biology: Molecular Regulatory Logic of Networks
239,BIOS,21418,Historical and Conceptual Foundations of DevoEvo
240,BIOS,21506,Biological Physics
241,BIOS,21507,The Engineering and Biology of Tissue Repair
242,BIOS,22226,Human Developmental Biology
243,BIOS,22233,Comparative Vertebrate Anatomy
244,BIOS,22236,Reproductive Biology of Primates
245,BIOS,22245,Biomechanics: How Life Works
246,BIOS,22249,Principles of Toxicology
247,BIOS,22250,Chordates: Evolution and Comparative Anatomy
248,BIOS,22260,Vertebrate Structure and Function
249,BIOS,22265,Human Origins: Milestones in Human Evolution and the Fossil Record
250,BIOS,22306,Evolution and Development
251,BIOS,23100,Dinosaur Science
252,BIOS,23232,Ecology and Evolution in the Southwest
253,BIOS,23233,Ecology and Evolution in the Southwest:Field School
254,BIOS,23242,Primate Evolution and the Roots of Human Biology
255,BIOS,23247,Bioarchaeology and the Human Skeleton
256,BIOS,23249,Animal Behavior
257,BIOS,23252,Field Ecology
258,BIOS,23254,Mammalian Ecology
259,BIOS,23258,Molecular Evolution I: Fundamentals and Principles
260,BIOS,23261,Invertebrate Paleobiology and Evolution
261,BIOS,23262,Mammalian Evolutionary Biology
262,BIOS,23266,Evolutionary Adaptation
263,BIOS,23289,Marine Ecology
264,BIOS,23299,Plant Development and Molecular Genetics
265,BIOS,23365,Evolutionary and Genomic Medicine I
266,BIOS,23404,Reconstructing the Tree of Life: An Introduction to Phylogenetics
267,BIOS,23406,Biogeography
268,BIOS,23409,The Ecology and Evolution of Infectious Diseases
269,BIOS,23410,"Complex Interactions: Coevolution, Parasites, Mutualists, and Cheaters"
270,BIOS,24110,Fundamental Neuroscience
271,BIOS,24120,Cellular Neuroscience
272,BIOS,24130,Systems Neuroscience
273,BIOS,24131,Molecular Neuroscience
274,BIOS,24208,Survey of Systems Neuroscience
275,BIOS,24217,Conquest of Pain
276,BIOS,24231,Methods in Computational Neuroscience
277,BIOS,24232,Computational Approaches to Cognitive Neuroscience
278,BIOS,24248,Biological Clocks and Behavior
279,BIOS,24408,Modeling and Signal Analysis for Neuroscientists
280,BIOS,25108,Cancer Biology
281,BIOS,25109,Topics in Reproduction and Cancer
282,BIOS,25126,Animal Models of Human Disease
283,BIOS,25206,Fundamentals of Bacterial Physiology
284,BIOS,25216,Molecular Basis of Bacterial Disease
285,BIOS,25226,Endocrinology I: Cell Signaling
286,BIOS,25227,Endocrinology II: Systems and Physiology
287,BIOS,25228,Endocrinology III: Human Disease
288,BIOS,25256,Immunobiology
289,BIOS,25258,Immunopathology
290,BIOS,25260,Host Pathogen Interactions
291,BIOS,25266,Molecular Immunology
292,BIOS,25267,Mucosal Immunology
293,BIOS,25287,Introduction to Virology
294,BIOS,25308,Heterogeneity in Human Cancer: Etiology and Treatment
295,BIOS,25326,Tumor Microenvironment and Metastasis
296,BIOS,25327,Health Disparities in Breast Cancer
297,BIOS,25407,Organ Transplantation
298,BIOS,26120,An Introduction to Bioinformatics and Proteomics
299,BIOS,26210,Mathematical Methods for Biological Sciences I
300,BIOS,26211,Mathematical Methods for Biological Sciences II
301,BIOS,26318,Fundamentals of Biological Data Analysis
302,BIOS,27710,Ecology - Marine Biological Laboratory
303,BIOS,27711,Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems  Marine Biological Laboratory
304,BIOS,27712,Independent Undergraduate Research in Environmental Sciences  Marine Biological Laboratory
305,BIOS,27713,Quantitative Environmental Analyses  Marine Biological Laboratory
306,BIOS,27714,Methods in Microbial Ecology - Marine Biological Laboratory
307,BIOS,27715,Roles of Animals in Ecosystems  Marine Biological Laboratory
308,BIOS,27720,Microbiomes Across Environments
309,BIOS,27721,Observing Proteins in Action: How to Design and Build Your Own Instruments
310,BIOS,27723,Biodiversity and Genomics: Exploring the Marine Animal Diversity of Woods Hole Using Molecular Tools
311,BIOS,27810,Epidemiology and Population Health: Global Health Sciences I
312,BIOS,27811,Global Health Sciences II: Microbiology
313,BIOS,28700,Biodiagnostics and Biosensors
314,BIOS,28407,Genomics and Systems Biology
315,BIOS,2280,Drinking Alcohol: Social Problem or Normal Cultural Practice
316,BIOS,2490,Biology and Sociology of AIDS
317,BIOS,29100,Biology of Toxoplasma
318,BIOS,29265,Evolution and Economics of Human Behavior
319,BIOS,29271,The Psychology and Neurobiology of Stress
320,BIOS,29294,Introduction to Global Health
321,BIOS,29300,Biological Psychology
322,BIOS,29314,Medical Ethics: Central Topics
323,BIOS,29323,Health Care and the Limits of State Action
324,BIOS,29326,Introduction to Medical Physics and Medical Imaging
325,BIOS,29327,Topics in Clinical Research
326,BIOS,29812,Global Health Sciences III: Topics in Global Health
327,BIOS,199,Undergraduate Research
328,BIOS,206,Readings: Biology
329,BIOS,296,Undergraduate Honors Research
330,BIOS,299,Advanced Research: Biological Sciences
331,CHEM,111,Collaborative Learning in General Chemistry I
332,CHEM,112,Collaborative Learning in General Chemistry II
333,CHEM,113,Collaborative Learning in General Chemistry III
334,CHEM,220,Collaborative Learning in Organic Chemistry I
335,CHEM,221,Collaborative Learning in Organic Chemistry II
336,CHEM,222,Collaborative Learning in Organic Chemistry III
337,CHEM,10100,Introductory General Chemistry I
338,CHEM,10200,Introductory General Chemistry II
339,CHEM,11300,Comprehensive General Chemistry III
340,CHEM,11100,Comprehensive General Chemistry I
341,CHEM,11200,Comprehensive General Chemistry II
342,CHEM,11300,Comprehensive General Chemistry III
343,CHEM,12100,Honors General Chemistry I
344,CHEM,12200,Honors General Chemistry II
345,CHEM,12300,Honors General Chemistry III
346,CHEM,20100,Inorganic Chemistry I
347,CHEM,20200,Inorganic Chemistry II
348,CHEM,22000,Organic Chemistry I
349,CHEM,22100,Organic Chemistry II
350,CHEM,22200,Organic Chemistry III
351,CHEM,22700,Advanced Organic/Inorganic Laboratory
352,CHEM,23300,Intermediate Organic Chemistry
353,CHEM,26100,Quantum Mechanics
354,CHEM,26200,Thermodynamics
355,CHEM,26300,Chemical Kinetics and Dynamics
356,CHEM,26700,Experimental Physical Chemistry
357,CHEM,26800,Computational Chemistry and Biology
358,CHEM,29600,Research in Chemistry
359,CHEM,29900,Advanced Research in Chemistry
360,CHEM,30100,Advanced Inorganic Chemistry
361,CHEM,30200,Synthesis and Physical Methods in Inorganic Chemistry
362,CHEM,30400,Organometallic Chemistry
363,CHEM,30500,Nanoscale Materials
364,CHEM,30600,Chemistry Of The Elements and Materials
365,CHEM,30900,Bioinorganic Chemistry
366,CHEM,32100,Physical Organic Chemistry I
367,CHEM,32200,Organic Synthesis and Structure
368,CHEM,32300,Strategies and Tactics of Organic Synthesis
369,CHEM,32400,Physical Organic Chemistry II
370,CHEM,32500,Bioorganic Chemistry
371,CHEM,33000,Complex Chemical Systems
372,CHEM,33100,New Synthetic Reactions and Catalysts
373,CHEM,33200,Chemical Biology I
374,CHEM,33300,Chemical Biology II
375,CHEM,33500,Chemistry of Enzyme Catalysis
376,CHEM,33600,Biological Chemistry of Materials: Principles and Applications
377,CHEM,33700,"RNA Structure, Function, and Biology"
378,CHEM,33800,Organotransition Metal Chemisty
379,CHEM,36100,Wave Mechanics and Spectroscopy
380,CHEM,36200,Quantum Mechanics
381,CHEM,36300,Statistical Thermodynamics
382,CHEM,36400,Advanced Statistical Mechanics
383,CHEM,36500,Chemical Dynamics
384,CHEM,37100,Advanced Spectroscopies
385,CHEM,37300,Advanced Special Topics in Theory and Computation
386,CHEM,38700,Biophysical Chemistry
387,CHEM,39000,Materials Chemistry I
388,CHEM,39100,Materials Chemistry II
389,CMST,10100,Introduction to Film Analysis
390,CMST,11000,Film Academy At Chicago
391,CMST,14400,Film and the Moving Image
392,CMST,14502,Cinema and Poetry: The Modern City
393,CMST,14519,Global Melodrama
394,CMST,20400,Problems in the Study of Gender and Sexuality: Media Wars
395,CMST,20430,"Gender, Sexuality, Imagination"
396,CMST,21004,Afrofuturism
397,CMST,21200,Politics of Film in Twentieth-Century American History
398,CMST,21703,Weimar Cinema
399,CMST,21810,Post-War American Avant-Garde
400,CMST,22235,Revolutionary Romance in Socialist China
401,CMST,22507,Cinema and the Holocaust
402,CMST,23406,Contemporary French Cinema
403,CMST,23412,Philippe Parreno's Media Temporalities
404,CMST,23500,Pasolini
405,CMST,23805,Opera in the Age of its Mechanical Reproducibility
406,CMST,23820,Unsettling Encounters: Colonial Latin America in Film
407,CMST,23904,Topics in Latin American Cinema and Media
408,CMST,23905,Creative Thesis Workshop
409,CMST,23906,Latin American Cinema: 1930 to the Present
410,CMST,23907,Creative Thesis Workshop - Narrative
411,CMST,23908,Creative Thesis Workshop - Non-Fiction
412,CMST,23930,Documentary Production I
413,CMST,23931,Documentary Production II
414,CMST,24107,Bombay to Bollywood
415,CMST,24112,Screening India: Bollywood and Beyond
416,CMST,24201,Cinema in Africa
417,CMST,24400,From Post-War to Post-Wall: A History of Polish Film
418,CMST,24414,Soviet Science Fiction
419,CMST,24506,Poetics of Visual Style in Postwar Eastern Europe
420,CMST,24521,Film and Revolution
421,CMST,24530,Cowboys and Tramps in Film and Literature
422,CMST,24531,Cowboy Modernity
423,CMST,24550,Central Asian Cinema
424,CMST,24568,"The Underground: Alienation, Mobilization, Resistance"
425,CMST,24603,Topics in EALC: Ghosts & the Fantastic in Literature and Film
426,CMST,24606,China's New Documentary Cinema
427,CMST,24913,Making Sense of a Moving World: Japanese Cinema Through 1945
428,CMST,25100,Avant-Garde in East Central Europe
429,CMST,25102,Narratives Suspense in European/Russian Lit/Film
430,CMST,25514,Symbolism and Cinema
431,CMST,25600,Magic and the Cinema
432,CMST,25612,Comics as Medium
433,CMST,25951,American Television: From Broadcast Networks to the Internet
434,CMST,25953,Transmedia Game
435,CMST,25954,Alternate Reality Games: Theory and Production
436,CMST,26200,Brecht and Beyond
437,CMST,26303,Chris Marker
438,CMST,26402,Orson Welles
439,CMST,26403,Post WWII American Mise en Scene Directors
440,CMST,26405,D.W. Griffith
441,CMST,26500,The Films of Alfred Hitchcock
442,CMST,26503,Scandinavian Cinema in the Classic Period (1910-1960
443,CMST,26504,Ingmar Bergman: Cinema & Theater
444,CMST,26601,The Soviet Visual Experience
445,CMST,26705,Kieslowski: The Decalogue
446,CMST,27005,Filming the Police
447,CMST,27011,Experimental Captures
448,CMST,27110,Digital Cinema
449,CMST,27112,Cinema and Movement
450,CMST,27201,Zizek on Film
451,CMST,27205,Film Aesthetics
452,CMST,27230,Modern Film Theory
453,CMST,27700,Advanced Photography
454,CMST,27800,Theories of Media
455,CMST,27803,"The Body of Cinema: Hypnoses, Emotions, Animalities"
456,CMST,27805,"Framing, Re-framing, and Un-framing Cinema"
457,CMST,27810,Cinema and New Media
458,CMST,27911,Augmented Reality Production
459,CMST,27915,"Introduction to Videogame Studies: Art, Play, and Society"
460,CMST,27916,Critical Videogame Studies
461,CMST,27920,Virtual Reality Production
462,CMST,28006,Minimalist Experiment in Film and Video
463,CMST,28010,Sound / Image Mapping
464,CMST,28100,Issues in Film Music
465,CMST,28118,Listening to Movies
466,CMST,28310,Kafka and Performance
467,CMST,28500,History of International Cinema I: Silent Era
468,CMST,28600,History of International Cinema II: Sound Era to 1960
469,CMST,28700,"History of International Cinema, Part III: 1960 to Present"
470,CMST,28810,Advanced Study Theater: Games & Performance
471,CMST,28921,Introduction to 16mm Filmmaking
472,CMST,29002,Motion Pictures in the Human Sciences
473,CMST,29300,Aesthetics: Phil/Photo/Film
474,CMST,29700,Reading and Research CMST
475,CMST,29800,Senior Colloquium
476,CMST,29900,B.A. Essay: CMST
477,CLCV,14113,Introduction to Roman Art and Archaeology
478,CLCV,15000,Myth and Its Critics
479,CLCV,20118,"Changing, Resting, Living: Aristotle's Natural Philosophy"
480,CLCV,20216,Egypt in Late Antiquity
481,CLCV,20400,Who Were the Greeks
482,CLCV,20700,Anc Mediterr World-1: Greece
483,CLCV,20800,Anc Mediterr World-2: Rome
484,CLCV,20900,Ancient Mediterranean World III
485,CLCV,21500,"Medieval Book: History, Typology, Function"
486,CLCV,21700,Archaeology for Anc Historians
487,CLCV,21717,"Sophocles, Ajax"
488,CLCV,21718,"Socrates, Plato and Aristotle on Courage"
489,CLCV,21807,Greek Art and Archaeology
490,CLCV,21915,The Present Past in Greece Since 1769
491,CLCV,22117,Fate and Duty: European Tragedy from Aeschylus to Brecht
492,CLCV,22216,"Italian Renaissance: Dante, Machiavelli, and the Wars of Popes and Kings"
493,CLCV,22514,Markets and Moral Economies
494,CLCV,22518,Humor in Antiquity
495,CLCV,22700,Ancient Philos/Hist Philos-1
496,CLCV,22718,Sports and Leisure in the Ancient World
497,CLCV,22914,The Italian Renaissance
498,CLCV,22917,How to Build a Global Empire
499,CLCV,23400,Boethius: Consolation of Philosophy
500,CLCV,23518,Persia: The First World Empire
501,CLCV,23608,Aristophanes' Athens
502,CLCV,23712,"Aquinas: On God, Being and Evil"
503,CLCV,24017,The Spartan Divergence
504,CLCV,24116,"History of Skepticism, Pre-socratic Greece to Enlightenment"
505,CLCV,24118,Coptic Bible
506,CLCV,24309,Byzantium and Islam
507,CLCV,24406,War & Society in Graeco Roman World
508,CLCV,24818,The Body and Embodiment in Ancient Greek Art
509,CLCV,24918,Early Traveling Writing: Pausanias in Roman Greece
510,CLCV,25117,Philo of Alexandria
511,CLCV,25218,Mediterranean Islands: Odd and Insular Histories
512,CLCV,25417,Censorship from the Inquisition to the Present
513,CLCV,25700,Ancient Empires I
514,CLCV,25800,Ancient Empires-II
515,CLCV,25900,Ancient Empires-3
516,CLCV,25806,The Epigraphy of the Greek World
517,CLCV,25818,Stoic Ethics Through Roman Eyes
518,CLCV,26011,Ancient Views of the Economy
519,CLCV,26017,Gods and God in Imperial Asia Minor (1-300 CE
520,CLCV,26037,Myth and Its Critics
521,CLCV,26216,Pagans and Christians: Greek Backgrounds to Early Christianity
522,CLCV,26517,Ancient Greek Aesthetics
523,CLCV,26518,Introduction to Women and Gender in the Ancient World
524,CLCV,26601,The Ancient City: The Greek World
525,CLCV,26618,Cities and Urban Space in the Ancient World
526,CLCV,26916,Aztecs and Romans: Antiquity in the Making of Modern Mexico
527,CLCV,27200,Virgil: The Aeneid in Translation
528,CLCV,27506,Archaic Greece
529,CLCV,29110,Ancient Myth
530,CLCV,29700,Reading Course: Classical Civ
531,CLCV,29800,BA Paper Seminar
532,GREK,10100,Introduction to Attic Greek I
533,GREK,10200,Introduction To Attic Greek II
534,GREK,10300,Introduction to Attic Greek III: Prose
535,GREK,10123,Summer Intensive Introductory Ancient Greek
536,GREK,20100,Intermediate Greek I: Plato
537,GREK,20200,Intermediate Greek II: Sophocles
538,GREK,20300,Intermediate Greek III
539,GREK,20123,Summer Intensive Intermediate Ancient Greek
540,GREK,21216,Greek Philosophy
541,GREK,21300,Greek Tragedy
542,GREK,21700,Lyric and Epinician Poetry
543,GREK,21800,Greek Epic
544,GREK,21900,Greek Oratory
545,GREK,22300,Greek Tragedy: Hellenistic/Imperial Literature
546,GREK,22400,Greek Comedy: Aristophanes
547,GREK,22515,Greek Historians: Thucydides
548,GREK,23915,The Greek Magical Papryi
549,GREK,24600,Philo of Alexandria
550,GREK,24718,Longinus' On the Sublime
551,GREK,25116,Reading Greek Literature in the Papyri
552,GREK,26517,Indo-European Linguistic Paleontology
553,GREK,29700,Reading Course: Greek
554,LATN,10100,Introduction to Classical Latin I
555,LATN,10200,Introduction to Classical Latin II
556,LATN,10300,Introduction to Classical Latin III
557,LATN,10123,Summer Intensive Introductory Latin
558,LATN,11100,Accelerated Introduction to Classical Latin I
559,LATN,11200,Accelerated Introduction to Classical Latin II
560,LATN,20100,Intermediate Latin I: Cicero
561,LATN,20200,Intermediate Latin II: Aeneid
562,LATN,20300,Intermediate Latin III
