Course_Num,Dept,Num,Title
931,ENGL,12800,Theories of Media
932,ENGL,13000,Academic and Professional Writing (The Little Red Schoolhouse
933,ENGL,13720,Thinking with Race in Medieval England
934,ENGL,15107,Some Versions of Apocalypse
935,ENGL,15500,Chaucer: The Canterbury Tales
936,ENGL,15806,Multilingual Literatures of Early Medieval Britain
937,ENGL,16600,Shakespeare II: Tragedies and Romances
938,ENGL,17501,Milton
939,ENGL,17950,The Declaration of Independence
940,ENGL,18500,American Horrors
941,ENGL,18700,"Sexual Violence in America: Theory, Literature, and Activism"
942,ENGL,19700,"Image, Text, Archive"
943,ENGL,19800,"The Unincorporated: Modernism, Geography, and Race"
944,CMLT,20109,Comparative Methods in the Humanities
945,ENGL,20148,London Program: English Renaissance Verse and the Poetics of Place
946,ENGL,20149,London Program: Literature and the Environment in Eighteenth-Century Britain
947,ENGL,20150,London Program: Pagan London
948,ENGL,20151,London from the Outside-In
949,ENGL,20562,Freedom and Fate in the Renaissance
950,ENGL,22110,Excrement and Ecstasy: The Devotional Body in Early Modern Literature
951,ENGL,22130,Making Scents: A Literary History of Smell
952,ENGL,22150,Luxury and Global Modernism
953,ENGL,23170,The Beast Fable from Aesop to Zootopia
954,ENGL,23190,Eco-consciousness: Climates and Ecologies of Eighteenth-Century Literature
955,ENGL,23400,Virginia Woolf
956,ENGL,23808,Sonnets from Wyatt to Yeats and Beyond
957,ENGL,24102,The Idiot as Hero
958,ENGL,24150,Melodrama and Film
959,ENGL,24170,The Arts of Civil War
960,ENGL,24400,Brecht and Beyond
961,ENGL,25130,Ethnic Minority Poetry in the US
962,ENGL,25150,Pop Psychology
963,ENGL,25804,Signs of the Americas
964,ENGL,25970,Alternate Reality Games: Theory and Production
965,ENGL,26170,"London Underground: Environment, Industry, and the Making of the English Working Class"
966,ENGL,26300,"The Literature of Disgust, Rabelais to Nausea"
967,ENGL,27003,Woman/Native
968,ENGL,27600,Cinema in Africa
969,ENGL,28200,Narrating Migration
970,ENGL,28404,Introduction to Old English
971,ENGL,28505,Beowulf
972,ENGL,28650,Outsider Writing
973,ENGL,29505,"Joan Didion: Reporter, Novelist, Essayist, Memoirist"
974,ENGL,29705,Incarcerated Life
975,ENSC,13300,The Atmosphere
976,ENSC,13400,Global Warming: Understanding the Forecast
977,ENSC,20209,"An Environmental History of Africa, 1800-2016"
978,ENSC,21100,"Energy: Science, Technology, and Human Usage"
979,ENSC,23800,Global Biogeochemical Cycles
980,ENSC,23820,Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems  Marine Biological Laboratory
981,ENSC,23900,Environmental Chemistry
982,ENSC,24000,Geobiology
983,ENSC,24100,Ecology - Marine Biological Laboratory
984,ENSC,24200,Methods in Microbial Ecology - Marine Biological Laboratory
985,ENSC,24300,Roles of Animals in Ecosystems  Marine Biological Laboratory
986,ENSC,24400,Ecology and Conservation
987,ENSC,24500,Environmental Microbiology
988,ENSC,28100,Quantitative Environmental Analyses  Marine Biological Laboratory
989,ENSC,29002,Field Course in Modern and Ancient Environments
990,ENSC,29700,Reading and Research in Environmental Science. 3
991,ENSC,29800,Independent Undergraduate Research in Environmental Sciences  Marine Biological Laboratory
992,ENST,10001,Getting to Green: The Business Case for Sustainability
993,ENST,10010,Architecture and Urban Design Towards Sustainable Cities
994,ENST,12100,Chemistry & The Atmosphere
995,ENST,12300,Global Warming: Understanding the Forecast
996,ENST,12402,Life Through a Genomic Lens
997,ENST,12520,"Climate Change in Literature, Art, and Film"
998,ENST,13300,The Atmosphere
999,ENST,20540,The Chicago Climate Change & Culture Institute-I
1000,ENST,20805,Cities and Urban Space in the Ancient World
1001,ENST,21201,Human Impact on the Environment
1002,ENST,21301,Making the Natural World: Foundations of Human Ecology
1003,ENST,21440,(Re)constructing Nature: Restoration Ecology in a Time of Climate Change
1004,ENST,21500,Environmental Justice
1005,ENST,22209,Philosophies of Environmentalism and Sustainability
1006,ENST,22300,South Side Ecologies
1007,ENST,22506,The Natures of the Factory Farm
1008,ENST,22610,Paris and the French Revolution
1009,ENST,22708,"Planetary Britain, 1600-1900"
1010,ENST,23100,Environmental Law
1011,ENST,23190,Eco-consciousness: Climates and Ecologies of Eighteenth-Century Literature
1012,ENST,23289,Marine Ecology
1013,ENST,23505,Environmental Ethics
1014,ENST,23550,Urban Ecology and the Nature of Cities
1015,ENST,23640,Fruited Plains and Scarred Mountains: The Environmental History of Work in the United States
1016,ENST,23650,Revolutionizing Agriculture: Early Modern Technologies for the New Millennium
1017,ENST,23900,Environmental Chemistry
1018,ENST,24102,Environmental Politics
1019,ENST,24190,Imagining Chicago's Common Buildings
1020,ENST,24201,China's Eco-Environmental Challenges and Society's Responses
1021,ENST,24600,Introduction to Urban Sciences
1022,ENST,24660,Urban Geography
1023,ENST,24680,Introduction to Urban Planning
1024,ENST,24701,U.S. Environmental Policy
1025,ENST,24705,"Energy: Science, Technology, and Human Usage"
1026,ENST,24756,Exploring the Resilient City
1027,ENST,24800,Complex Problem: World Hunger
1028,ENST,25006,How Things Get Done in Cities and Why
1029,ENST,25014,Introduction to Environmental History
1030,ENST,25114,"Natural History and Empire, circa 1500-1800"
1031,ENST,25115,Francis Bacon's Philosophy of Nature
1032,ENST,25116,"Utopia, Dystopia, and the Apocalypse in Western Culture"
1033,ENST,25117,Natural History of Humans/Human History of Nature
1034,ENST,25460,Environmental Effects on Human Health
1035,ENST,25500,Biogeography
1036,ENST,25900,Cultural Geography
1037,ENST,26100,Roots of the Modern American City
1038,ENST,26433,Practicum in Environmental Management
1039,ENST,26444,Practicum in Campus Athletics and Environment
1040,ENST,26500,Environmental Economics
1041,ENST,26530,"Environment, Agriculture, and Food: Economic and Policy Analysis"
1042,ENST,26531,"Environment, Agriculture, and Food: Advanced Economic and Policy Analysis"
1043,ENST,27100,Integrative Research Seminar: Calumet
1044,ENST,27201,Food Security and Agriculture: Calumet
1045,ENST,27220,Environmental Management and Planning in the Calumet Region
1046,ENST,27301,Restoration Ecology
1047,ENST,27320,Topics in the Ecology of the Calumet Region
1048,ENST,27120,Historical Ecology of the Calumet Region
1049,ENST,27125,Voices of Alterity and the Languages of Immigration
1050,ENST,27150,Urban Design with Nature: Assessing Social and Natural Realms in the Calumet Region
1051,ENST,27155,Urban Design with Nature
1052,ENST,27200,The Calumet Experience
1053,ENST,27210,Approaches to the Second City: Materials and Methods
1054,ENST,27221,Sustainable Urbanism
1055,ENST,27300,Freshwater Ecosystems of the Calumet Region
1056,ENST,27325,Urban Ecology in the Calumet Region
1057,ENST,27330,Spaces of Hope: The City and Its Immigrants
1058,ENST,27400,Epidemiology and Population Health
1059,ENST,27420,"Urban Gardens: Therapeutic, Educational, and Community Building Practicum"
1060,ENST,28601,Ideas of Nature I
1061,ENST,28800,Readings in Spatial Analysis
1062,ENST,28900,Environmental and Science Policy
1063,ENST,28980,Readings in Urban Planning and Design
1064,ENST,29000,Energy and Energy Policy
1065,ENST,29525,The Global Life of Things
1066,ENST,29700,Reading and Research
1067,ENST,29701,"Readings and Research: Working Group in Environment, Agriculture, and Food (EAF"
1068,ENST,29720,Reading and Research: Calumet
1069,ENST,29801,BA Colloquium I
1070,ENST,29802,BA Colloquium II
1071,ENST,29900,B. A. Thesis (Reading and Research
1072,FNDL,20200,Dostoevsky's Brothers Karamazov
1073,FNDL,29901,Independent Study: Junior Paper
1074,FNDL,29902,Independent Study: Senior Examination
1075,FNDL,20200,Dostoevsky's Brothers Karamazov
1076,FNDL,21908,Aristotle's Nicomachean Ethics
1077,FNDL,22001,Foucault and The History of Sexuality
1078,FNDL,23008,"Montesquieu's ""The Spirit of the Laws"
1079,FNDL,24500,The Ethics of War: Reading Just and Unjust Wars: A Moral Argument with Historical Illustrations
1080,FNDL,21404,Shakespeare II: Tragedies and Romances
1081,FNDL,21804,Dante's Divine Comedy-3: Paradiso
1082,FNDL,24011,Virginia Woolf
1083,FNDL,24718,Longinus' On the Sublime
1084,FNDL,24918,Early Traveling Writing: Pausanias in Roman Greece
1085,FNDL,25700,Chaucer: The Canterbury Tales
1086,FNDL,27301,Weimar Political Theology: Schmitt and Strauss
1087,FNDL,27950,The Declaration of Independence
1088,FNDL,28401,Pasolini
1089,FNDL,21300,James Joyce: Ulysses
1090,FNDL,21403,Shakespeare I: Histories and Comedies
1091,FNDL,23405,Boethius: Consolation of Philosophy
1092,FNDL,25220,Pour une sociologie de Rabelais
1093,FNDL,25311,Pale Fire
1094,FNDL,25331,Beauvoir: The Second Sex
1095,FNDL,28102,Machiavelli's Political Thought
1096,GNSE,10310,Theories of Gender and Sexuality
1097,GNSE,11005,Problems in the Study of Gender and Sexuality: Media Wars
1098,GNSE,11008,Problems in the Study of Gender and Sexuality: Gender and Religion
1099,GNSE,11009,Problems in the Study of Gender and Sexuality: The Big Issues
1100,GNSE,15002,Gender and Sexuality in World Civilizations I
1101,GNSE,15003,Gender and Sexuality in World Civilizations II
1102,GNSE,17001,Introduction to Women and Gender in the Ancient World
1103,GNSE,18500,American Horrors
1104,GNSE,20036,Making Sex and Race on the Renaissance Stage
1105,GNSE,20072,Frankenstein at 200: Hideous Progeny
1106,GNSE,20111,History of Death
1107,GNSE,21001,Cultural Psychology
1108,GNSE,21112,"Nudes, Princesses and Cyborgs : Gender, Violence, and Biblical Fiction"
1109,GNSE,21310,"Our biopolitics, ourselves: feminist science fiction"
1110,GNSE,21400,Advanced Theories of Gender and Sexuality
1111,GNSE,21416,Reproduction and Motherhood in Multimedia (1800-present
1112,GNSE,21505,"Sex, Gender and War"
1113,GNSE,21601,Introduction to Political Philosophy
1114,GNSE,22110,Excrement and Ecstasy: The Devotional Body in Early Modern Literature
1115,GNSE,22204,Philosophies of Environmentalism and Sustainability
1116,GNSE,23002,"Workshop: Regulation of Family, Sex, and Gender"
1117,GNSE,23100,Foucault and The History of Sexuality
1118,GNSE,23118,Gender and Sexuality in Jewish Society: Early Modernity through the Present
1119,GNSE,23119,Transnational Queer Politics and Practices
1120,GNSE,23120,Topics in Feminism and Psychoanalysis
1121,GNSE,23121,The Politics of Life Itself
1122,GNSE,23122,Taboo and Transgression
1123,GNSE,23400,Virginia Woolf
1124,GNSE,25302,Beauvoir: The Second Sex
1125,GNSE,25600,Gender and Modernity in Colonial Korea
1126,GNSE,27013,Woman/Native
1127,GNSE,27100,Sociology of Human Sexuality
1128,GNSE,28110,Queer Jewish Literature
1129,GNSE,28202,United States Latinos: Origins and Histories
1130,GNSE,28401,Gender in the Classroom
1131,GNSE,28600,Pasolini
1132,GNSE,29700,Readings in Gender Studies
1133,GNSE,29800,B.A. Paper Seminar
1134,GNSE,29900,BA Essay
1135,GEOG,20100,Cultural Geography
1136,GEOG,20273,Urban Spatial Archaeology I
1137,GEOG,20274,Urban Spatial Archaeology II
1138,GEOG,20500,Introduction to Spatial Data Science
1139,GEOG,21900,Historical Geography of the United States
1140,GEOG,22101,Changing America in the Last 100 Years
1141,GEOG,22700,Urban Structure and Process
1142,GEOG,23003,"Urban Europe, 1600-present"
1143,GEOG,23500,Urban Geography
1144,GEOG,23700,Geographical Issues in Housing and Community Development
1145,GEOG,24100,Urban Design: The Chicago Experience
1146,GEOG,24190,Imagining Chicago's Common Buildings
1147,GEOG,24600,Introduction to Urban Sciences
1148,GEOG,24700,Introduction to Urban Planning
1149,GEOG,25400,Ancient Landscapes I
1150,GEOG,25800,Ancient Landscapes II
1151,GEOG,25500,Biogeography
1152,GEOG,25900,Introduction to Location Analysis
1153,GEOG,26100,Roots of the Modern American City
1154,GEOG,26400,Frontiers and Borders in South Asia
1155,GEOG,27155,Urban Design with Nature
1156,GEOG,27325,Urban Ecology in the Calumet Region
1157,GEOG,27600,Hist Coll: Chicago South Side
1158,GEOG,27601,Colloquium: Hyde Park and Chicago's South Side as Historic Laboratory
1159,GEOG,28000,GIScience Practicum
1160,GEOG,28202,Geographic Information Science I
1161,GEOG,28402,Geographic Information Science II
1162,GEOG,28602,Geographic Information Science III
1163,GEOG,28700,Readings in Spatial Analysis
1164,GEOG,28702,Introduction to GIS and Spatial Analysis for Social Scientists
1165,GEOG,28800,History of Cartography
1166,GEOG,28900,Readings in Urban Planning and Design
1167,GEOG,29100,Undergraduate Tutorial
1168,GEOG,29700,Readings in Special Topics in Geography
1169,GEOG,29800,Senior Seminar
1170,GEOS,13100,Physical Geology
1171,GEOS,13200,Earth History
1172,GEOS,13300,The Atmosphere
1173,GEOS,13400,Global Warming: Understanding the Forecast
1174,GEOS,13606,"Natural Disasters: Science, Statistics, and Minimizing Risk"
1175,GEOS,13900,Biological Evolution
1176,GEOS,21000,Mineralogy
1177,GEOS,21005,Mineral Science
1178,GEOS,21100,Introduction to Petrology
1179,GEOS,21200,Physics of the Earth
1180,GEOS,21205,"Introduction to Seismology, Earthquakes, and Near-Surface Earth Seismicity"
1181,GEOS,21400,Thermodynamics and Phase Change
1182,GEOS,22040,Formation of Planetary Syst. in our Galaxy: From Dust to Planetesimals
1183,GEOS,22050,Formation of Planetary Systems in our Galaxy: From Planetesimals to Planets
1184,GEOS,22060,What Makes a Planet Habitable
1185,GEOS,22200,Geochronology
1186,GEOS,22600,Topics in Earth Science: The Accretion of Extraterrestrial Matter Throughout Earth's History
1187,GEOS,22700,Analytical Techniques in Geochemistry
1188,GEOS,23205,Introductory Glaciology
1189,GEOS,23800,Global Biogeochemical Cycles
1190,GEOS,23900,Environmental Chemistry
1191,GEOS,24200,Fundamentals of Geophysical Fluid Dynamics
1192,GEOS,24220,Climate Foundations
1193,GEOS,24230,Geophysical Fluid Dynamics: Foundations
1194,GEOS,24240,Geophysical Fluid Dynamics: Rotation and Stratification
1195,GEOS,24250,Geophysical Fluid Dynamics: Understanding the Motions of the Atmosphere and Oceans
1196,GEOS,24260,Radiation
1197,GEOS,24705,"Energy: Science, Technology, and Human Usage"
1198,GEOS,24750,"Earth and Human System Science: Food, Energy, and Water Cycles"
1199,GEOS,25400,Intro to Numerical Techniques for Geophysical Sciences
1200,GEOS,26100,Phylogenetics and the Fossil Record
1201,GEOS,26300,Invertebrate Paleobiology and Evolution
1202,GEOS,26600,Geobiology
1203,GEOS,26650,Environmental Microbiology
1204,GEOS,26905,Topics in Conservation Paleobiology
1205,GEOS,27100,Biological Evolution and the History of Life
1206,GEOS,28000,Intro To Structural Geology
1207,GEOS,28100,Global Tectonics
1208,GEOS,28300,Principles of Stratigraphy
1209,GEOS,28600,Earth and Planetary Surface Processes
1210,GEOS,29001,Field Course in Geology
1211,GEOS,29002,Field Course in Modern and Ancient Environments
1212,GEOS,29003,Field Course in Oceanography
1213,GEOS,29700,Reading and Research in the Geophysical Sciences
1214,GRMN,10100,Elementary German For Beginners-1
1215,GRMN,10200,Elementary German For Beginners-2
1216,GRMN,10300,Elementary German For Beginners-3
1217,GRMN,10201,Elementary German 2
1218,GRMN,12001,Intensive German I
1219,GRMN,12002,Intensive German II
1220,GRMN,12003,Intensive German III
1221,GRMN,13100,Reading German
1222,GRMN,20100,Deutsche Märchen
1223,GRMN,20200,Deutsch-Amerikanische Themen
1224,GRMN,20300,Kurzprosa aus dem 20. Jahrhundert
1225,GRMN,21103,Erzaehlen
1226,GRMN,21303,Gedichte
1227,GRMN,21403,Philosophie
1228,GRMN,21503,Film
1229,GRMN,21603,Drama
1230,GRMN,21703,Medien und Gesellschaft
1231,GRMN,21203,Drama und Film
1232,GRMN,22312,Reforming Religious Media: Martin Luther and the Protestant Reformation
1233,GRMN,23715,Berlin in Fragments
1234,GRMN,25005,The Pleasure of Literature: The Novella
1235,GRMN,25019,The Letter in and as Literature
1236,GRMN,25519,Gender and Language
1237,GRMN,28150,Pragmatist Aesthetics
1238,GRMN,28500,Comparative Fairy Tales
1239,GRMN,29700,Reading and Research Course in German
1240,GRMN,29900,BA Paper
1241,GRMN,25005,The Pleasure of Literature: The Novella
1242,NORW,10100,First Year Norwegian - I
1243,NORW,10200,Elementary Norwegian-2
1244,NORW,10300,First-Year Norwegian III
1245,NORW,10400,Intermediate Norwegian I: Introduction to Literature
1246,NORW,10500,Intermediate Norwegian II
1247,NORW,29700,Reading and Research Course in Norwegian
1248,YDDH,10100,Elementary Yiddish I
1249,YDDH,10200,Elementary Yiddish for Beginners-II
1250,YDDH,10300,Elementary Yiddish III
1251,YDDH,22000,Yiddish Literature in America
1252,YDDH,23333,Yiddish for Reading and Research
1253,GLST,23101,Global Studies I
1254,GLST,23102,Global Studies II
1255,GLST,23403,"Borders, (Im)mobilities and Human Rights"
1256,GLST,23406,Migration Trajectories: Ethnographies of Place and the Production of Diasporas
1257,GLST,24110,"In the Beginning"": Origin Stories in Science and Religion"
1258,GLST,24111,Medical Knowledge in the Islamicate World
1259,GLST,24112,Taste and Technoscience
1260,GLST,25310,"Extinction, Disaster, Dystopia: Environment and Ecology in the Indian Subcontinent"
1261,GLST,26804,Frontiers and Borders in South Asia
1262,GLST,27702,About Nature: From Science to Sense
1263,GLST,27703,Earthbound Metaphysics: Speculations on Earths and Heavens
1264,GLST,29524,Approaches to World History
1265,GLST,29525,The Global Life of Things
1266,GLST,29610,Cultures and Politics of Water
1267,GLST,29700,Reading/Research: Global Studies
1268,GLST,29800,BA Thesis Seminar I
1269,GLST,29801,BA Thesis Seminar II
1270,GLST,29900,BA Thesis: Global Studies
1271,HIST,10101,Introduction to African Civilization I
1272,HIST,10102,Introduction to African Civilization II
1273,HIST,10103,Introduction to African Civilization III
1274,HIST,10800,Introduction to the Civilizations of South Asia I
1275,HIST,10900,Introduction to the Civilizations of South Asia II
1276,HIST,12001,Medieval History: Theories & Methods
1277,HIST,12203,"Italian Renaissance: Dante, Machiavelli, and the Wars of Popes and Kings"
1278,HIST,12700,Music In Western Civilization I: To 1750
1279,HIST,12800,Music In Western Civ II
1280,HIST,13001,History of European Civilization I
1281,HIST,13002,History of European Civilization II
1282,HIST,13003,History of European Civilization III
1283,HIST,13100,Western Civilization-1
1284,HIST,13200,Western Civilization-2
1285,HIST,13300,History of Western Civilization III
1286,HIST,13500,America In World Civilization I
1287,HIST,13600,America in World Civilization II
1288,HIST,13700,America in World Civilization-III
1289,HIST,13803,The Soviet Union
1290,HIST,13900,Intro to Russian Civilization-1
1291,HIST,14000,Intro Russian Civilization-2
1292,HIST,14204,History of the Present
1293,HIST,14701,Human Rights in Chinese History
1294,HIST,15100,Intro To East Asian Civilization I
1295,HIST,15200,Intro to East Asian Civilization II
1296,HIST,15300,Intro to East Asian Civilization III
1297,HIST,15602,Ancient Empires I
1298,HIST,15603,Ancient Empires-II
1299,HIST,15604,Ancient Empires-3
1300,HIST,16101,Introduction to Latin American Civilization I
1301,HIST,16102,Introduction to Latin American Civilization II
1302,HIST,16103,Introduction to Latin American Civilization III
1303,HIST,16700,Anc Mediterr World-1: Greece
1304,HIST,16800,Anc Mediterr World-2: Rome
1305,HIST,16900,Ancient Mediterranean World III
1306,HIST,17300,"Science, Culture, and Society in Western Civilization I"
1307,HIST,17400,"Science, Culture, and Society in Western Civilization II"
1308,HIST,17402,"Science, Culture, and Society in Western Civilization II: History of Medicine I"
1309,HIST,17403,"Science, Culture, and Society in Western Civilization II: Early Modern Period"
1310,HIST,17500,Sci/Culture/Society In W Civ-3
1311,HIST,17501,"Science, Culture, and Society in Western Civilization III"
1312,HIST,17502,"Science, Culture, and Society in Western Civilization III"
1313,HIST,17503,Sci/Cult/Soc in Western Civilization III - The History of Medicine Part II: 1900 -Present
1314,HIST,17504,"Science, Culture, and Society in Western Civilization III: The Environment"
1315,HIST,17704,The Old History of Capitalism
1316,HIST,17805,America in the Twentieth Century
1317,HIST,18101,Democracy in America
1318,HIST,18301,Colonizations I
1319,HIST,18302,Colonizations II
1320,HIST,18303,Colonizations III
1321,HIST,18702,"Race, Politics, and Sports in the United States"
1322,HIST,19402,"Economic History II: The Early Modern World, circa 1300-1800"
1323,HIST,20110,Trans-Saharan Africa
1324,HIST,20111,History of Death
1325,HIST,20210,History Lab: Migration and Mobility in Human History
1326,HIST,21006,The Present Past in Greece Since 1769
1327,HIST,21903,Medieval Christian Mythology
1328,HIST,22102,Medieval Travelers
1329,HIST,22203,"The Holy Roman Empire, 800-1500"
1330,HIST,22610,Paris and the French Revolution
1331,HIST,23008,"Montesquieu's ""The Spirit of the Laws"
1332,HIST,23306,"Europe, 1914 to Present"
1333,HIST,23610,"Modern German History I, 1740-1866"
1334,HIST,23611,"Modern German History II, 1866-Present"
1335,HIST,24310,China: Rise or Return? Historical Perspectives on Chinese Culture
1336,HIST,24500,Reading Qing Documents
1337,HIST,24612,"Chinese Frontier History, circa 1600-Present"
1338,HIST,24803,Histories in Japan
1339,HIST,25308,"Lab, Field, and Clinic: History and Anthropology of Medicine and the Life Sciences"
1340,HIST,25425,"Censorship, Info Control, & Revolutions in Info Technology from the Printing Press to the Internet"
1341,HIST,25704,Islamic History and Society I: The Rise of Islam and the Caliphate
1342,HIST,25804,Islamic History and Society II: The Middle Period
1343,HIST,25904,Islamic History and Society III:The Modern Middle East
1344,HIST,26129,Paris Noir: African American Refuge in the City of Light
1345,HIST,26515,Political and Cultural History of Modern Mexico
1346,HIST,26516,"The United States and Latin America, a History from 1840s to Trump"
1347,HIST,27006,Not Just the Facts: Telling About the American South
1348,HIST,27508,Conspiracy Theory in American History
1349,HIST,28000,United States Latinos: Origins and Histories
1350,HIST,28607,"War, Diplomacy, and Empire in US History"
1351,HIST,29000,"Latin American Religions, New and Old"
1352,HIST,29324,Slavery and Capitalism
1353,HIST,29325,A Transnational History of Reparative Justice
1354,HIST,29412,The Face in Western Culture from the Mona Lisa to the Selfie
1355,HIST,29413,The Politics of Memory in Modern France
1356,HIST,29522,"Europe's Intellectual Transformations, Renaissance through Enlightenment"
1357,HIST,29525,The Global Life of Things
1358,HIST,29533,Economic History III: The Global Economy from Great Depression to Great Recession
1359,HIST,29663,History Colloquium: The American Vigilante
1360,HIST,29673,History Colloquium: The Politics of Housing
1361,HIST,29674,History Colloquium: American Indian History
1362,HIST,29675,History Colloquium: Urban History
1363,HIST,29677,History Colloquium: Religion and History
1364,HIST,29678,History Colloquium: Medicine and Society
1365,HIST,29700,Readings in History
1366,HIST,29801,BA Thesis Seminar I
1367,HIST,29802,BA Thesis Seminar II
1368,HIPS,14903,History of Information
1369,HIPS,17300,"Science, Culture, and Society in Western Civilization I"
1370,HIPS,17400,"Science, Culture, and Society in Western Civilization II"
1371,HIPS,17402,"Science, Culture, and Society in Western Civilization II: History of Medicine I"
1372,HIPS,17403,"Science, Culture, and Society in Western Civilization II: Early Modern Period"
1373,HIPS,17500,Sci/Culture/Society In W Civ-3
1374,HIPS,17501,"Science, Culture, and Society in Western Civilization III"
1375,HIPS,17502,"Science, Culture, and Society in Western Civilization III"
1376,HIPS,17503,Sci/Cult/Soc in Western Civilization III - The History of Medicine Part II: 1900 -Present
1377,HIPS,17504,"Science, Culture, and Society in Western Civilization III: The Environment"
1378,HIPS,20003,Discovering Anthropology: Reading Race
1379,HIPS,20300,Scientific/Technological Change
1380,HIPS,20401,Philosophy of Mind
1381,HIPS,20500,Intermediate Logic
1382,HIPS,20700,Elementary Logic
1383,HIPS,20905,Advanced Logic
1384,HIPS,21000,Introduction To Ethics
1385,HIPS,21100,Celebrity and Science in Paleoanthropology
1386,HIPS,21407,The Vocation of a Scientist
1387,HIPS,21408,History of Medicine
1388,HIPS,21409,History of Extraterrestrial Life
1389,HIPS,21410,Politics of Technoscience in Africa
1390,HIPS,21411,"Sex, Race, and Empire"
1391,HIPS,21413,Sex and Enlightenment Science
1392,HIPS,21414,What is Technology
1393,HIPS,21428,Apes and Human Evolution
1394,HIPS,21911,Medical Ethics: Who Decides and on What Basis
1395,HIPS,22000,Intro: Philosophy of Science
1396,HIPS,22001,Introduction to Science Studies
1397,HIPS,22401,Darwinian Health
1398,HIPS,22708,"Planetary Britain, 1600-1900"
1399,HIPS,22709,"Introduction to Quantum Mechanics,Introduction to Philosophy of Quantum Mechanics"
1400,HIPS,22800,Experiencing Madness: Empathic Methods in Cultural Psychiatry
1401,HIPS,24300,Foucault and The History of Sexuality
1402,HIPS,24401,Freud & Psychoan: Lec/Cse Stud
1403,HIPS,24706,Science in the South: Decolonizing the Study of Knowledge in Latin America & the Caribbean
1404,HIPS,25001,Kant: Critique of Pure Reason
1405,HIPS,25014,Introduction to Environmental History
1406,HIPS,25114,"Natural History and Empire, circa 1500-1800"
1407,HIPS,25121,The Brazil-Argentina Nuclear Cooperation Agreement and Thermoelectric Transition in Brazil
1408,HIPS,25205,"Computers, Minds, Intelligence & Data"
1409,HIPS,25206,"Digital Culture: Artificial Intelligence, Algorithms, and the Web"
1410,HIPS,25309,History of Perception
1411,HIPS,25421,Censorship from the Inquisition to the Present
1412,HIPS,25425,"Censorship, Info Control, & Revolutions in Info Technology from the Printing Press to the Internet"
1413,HIPS,25600,History of Statistics
1414,HIPS,25808,"Lab, Field, and Clinic: History and Anthropology of Medicine and the Life Sciences"
1415,HIPS,26000,History of Philosophy II: Medieval and Early Modern Philosophy
1416,HIPS,26121,"Nature, Science, and Empire in the Early Modern Iberian World, 1400-1800"
1417,HIPS,26617,"Sciences as Solutions to Latin American Challenges, 1500-2000"
1418,HIPS,27004,Babylon and the Origins of Knowledge
1419,HIPS,27005,Secrecy and Science
1420,HIPS,27301,Medical Anthropology
1421,HIPS,27302,"Culture, Mental Health, and Psychiatry"
1422,HIPS,27501,Freud: Human Dev/Personality
1423,HIPS,27860,History of Evolutionary Behavioral Sciences
1424,HIPS,28101,Psychoanalysis and Philosophy
1425,HIPS,29400,Tutorial
1426,HIPS,29500,Tut: Hist/Bio Of Emotions
1427,HIPS,29412,The Face in Western Culture from the Mona Lisa to the Selfie
1428,HIPS,29629,Tutorial: Romantic Bodies: Theater in the History of Science and Medicine
1429,HIPS,29630,Tutorial: History and Philosophy of Social Science
1430,HIPS,29631,Tutorial: History of Cryptography
1431,HIPS,29632,Tutorial: The Poet's Scientist: A pre-disciplinary course in science & literature
1432,HIPS,29678,History Colloquium: Medicine and Society
1433,HIPS,29700,"Readings and Research in History, Philosophy, and Social Studies of Science and Medicine"
1434,HIPS,29800,Junior Seminar: My Favorite Readings in the History and Philosophy of Science
1435,HIPS,29810,Bachelor's Thesis Workshop
1436,HIPS,29900,Bachelor's Thesis
1437,HMRT,10100,Human Rights in World Civilizations I
1438,HMRT,10200,Human Rights in World Civilizations II
1439,HMRT,20101,Human Rights I in Vienna: Philosophical Foundations of Human Rights
1440,HMRT,20201,Human Rights II in Vienna: History and Theory
1441,HMRT,20301,Human Rights III in Vienna: Contemporary Issues in Human Rights
1442,HMRT,20200,Human Rights II: History and Theory
1443,HMRT,21001,Human Rights: Contemporary Issues
1444,HMRT,21002,Human Rights: Philosophical Foundations
1445,HMRT,21400,Health and Human Rights
1446,HMRT,24701,Human Rights: Alien and Citizen
1447,HMRT,25210,Anthropology of Disability
1448,HMRT,27061,United States Legal History
1449,HMRT,27306,U.S. Women and Gender
1450,HMRT,28310,Vulnerability and Human Rights
1451,HMRT,29120,Poverty Law and Policy Reform
1452,ISHU,29802,The BA Colloquium
1453,ISHU,29900,Preparation of the BA Project
1454,ENGL,13000,Academic and Professional Writing (The Little Red Schoolhouse
1455,JWSC,11000,Biblical Aramaic
1456,JWSC,11100,Old Aramaic Inscriptions
1457,JWSC,11200,Imperial Aramaic
1458,JWSC,12000,Jewish Civilization I: Ancient Beginnings to Early Medieval Period
1459,JWSC,12001,Jewish Civilization II: Late Medieval to Modern Period
1460,JWSC,20120,Introduction to the Hebrew Bible
1461,JWSC,20121,The Bible and Archaeology
1462,JWSC,20300,Elementary Yiddish I
1463,JWSC,20400,Elementary Yiddish for Beginners-II
1464,JWSC,20500,Elementary Yiddish III
1465,JWSC,20895,The Construction of Jewish History in Israel
1466,JWSC,21107,Rdg: Maimonides' Guide of the Perplexed
